#Measurements of the TT power spectrum, power is l(l+1) C_l / 2pi in uK^2
#
   Experiment      ,    l_min ,  l_center ,     l_max ,       Power  ,  Sigma_minus ,   Sigma_plus ,    Upper Limit
Planck binned      ,          ,    2294.6 ,           ,     117.8000 ,       9.9000 ,       9.9000 ,             
Planck binned      ,          ,    2324.6 ,           ,     116.1000 ,      10.7000 ,      10.7000 ,             
Planck binned      ,          ,    2354.6 ,           ,     109.7000 ,      11.5000 ,      11.5000 ,             
Planck binned      ,          ,    2384.6 ,           ,     120.4000 ,      12.4000 ,      12.4000 ,             
Planck binned      ,          ,    2414.6 ,           ,      90.5000 ,      13.3000 ,      13.3000 ,             
Planck binned      ,          ,    2444.6 ,           ,     103.1000 ,      14.4000 ,      14.4000 ,             
Planck binned      ,          ,    2474.6 ,           ,      73.7000 ,      15.5000 ,      15.5000 ,             
Planck binned      ,          ,    2499.0 ,           ,      61.3000 ,      20.9000 ,      20.9000 ,             
SPT                ,          ,     675.0 ,           ,    1781.7000 ,      75.8000 ,      75.8000 ,             
SPT                ,          ,     725.0 ,           ,    1935.0000 ,      83.8000 ,      83.8000 ,             
SPT                ,          ,     775.0 ,           ,    2421.3000 ,      92.7000 ,      92.7000 ,             
SPT                ,          ,     825.0 ,           ,    2571.6001 ,      95.8000 ,      95.8000 ,             
SPT                ,          ,     875.0 ,           ,    2156.8999 ,      78.2000 ,      78.2000 ,             
SPT                ,          ,     925.0 ,           ,    1582.4000 ,      56.9000 ,      56.9000 ,             
SPT                ,          ,     975.0 ,           ,    1137.7000 ,      42.2000 ,      42.2000 ,             
SPT                ,          ,    1025.0 ,           ,    1060.9000 ,      39.1000 ,      39.1000 ,             
SPT                ,          ,    1075.0 ,           ,    1208.3000 ,      42.8000 ,      42.8000 ,             
SPT                ,          ,    1125.0 ,           ,    1186.1000 ,      43.1000 ,      43.1000 ,             
SPT                ,          ,    1175.0 ,           ,    1132.9000 ,      42.5000 ,      42.5000 ,             
SPT                ,          ,    1225.0 ,           ,     916.0000 ,      33.8000 ,      33.8000 ,             
