#Measurements of the EE power spectrum, power is l(l+1) C_l / 2pi in uK^2
#
   Experiment      ,    l_min ,  l_center ,     l_max ,       Power  ,  Sigma_minus ,   Sigma_plus ,    Upper Limit
SPT-3G_2021        ,          ,    1524.0 ,           ,      14.4000 ,       0.7000 ,       0.7000 ,             
SPT-3G_2021        ,          ,    1574.0 ,           ,      21.4000 ,       0.9000 ,       0.9000 ,             
SPT-3G_2021        ,          ,    1624.0 ,           ,      20.2000 ,       0.9000 ,       0.9000 ,             
SPT-3G_2021        ,          ,    1674.0 ,           ,      18.2000 ,       0.8000 ,       0.8000 ,             
SPT-3G_2021        ,          ,    1724.0 ,           ,      10.3000 ,       0.7000 ,       0.7000 ,             
SPT-3G_2021        ,          ,    1775.0 ,           ,       8.8000 ,       0.7000 ,       0.7000 ,             
SPT-3G_2021        ,          ,    1825.0 ,           ,       8.9000 ,       0.7000 ,       0.7000 ,             
SPT-3G_2021        ,          ,    1874.0 ,           ,      10.0000 ,       0.8000 ,       0.8000 ,             
SPT-3G_2021        ,          ,    1924.0 ,           ,      12.3000 ,       0.8000 ,       0.8000 ,             
SPT-3G_2021        ,          ,    1975.0 ,           ,      11.1000 ,       0.8000 ,       0.8000 ,             
SPT-3G_2021        ,          ,    2049.0 ,           ,       6.4000 ,       0.4000 ,       0.4000 ,             
SPT-3G_2021        ,          ,    2148.0 ,           ,       5.3000 ,       0.5000 ,       0.5000 ,             
SPT-3G_2021        ,          ,    2248.0 ,           ,       6.8000 ,       0.5000 ,       0.5000 ,             
SPT-3G_2021        ,          ,    2348.0 ,           ,       3.5000 ,       0.5000 ,       0.5000 ,             
SPT-3G_2021        ,          ,    2448.0 ,           ,       3.7000 ,       0.6000 ,       0.6000 ,             
SPT-3G_2021        ,          ,    2548.0 ,           ,       2.6000 ,       0.6000 ,       0.6000 ,             
SPT-3G_2021        ,          ,    2648.0 ,           ,       1.9000 ,       0.7000 ,       0.7000 ,             
SPT-3G_2021        ,          ,    2748.0 ,           ,       1.7000 ,       0.8000 ,       0.8000 ,             
SPT-3G_2021        ,          ,    2848.0 ,           ,       1.2000 ,       0.9000 ,       0.9000 ,             
SPT-3G_2021        ,          ,    2948.0 ,           ,      -0.1000 ,       1.0000 ,       1.0000 ,             
 WMAP_2013         ,          ,       4.5 ,           ,       0.0080 ,       0.0220 ,       0.0220 ,             
 WMAP_2013         ,          ,      15.5 ,           ,       0.0400 ,       0.0250 ,       0.0250 ,             
 WMAP_2013         ,          ,      36.5 ,           ,       0.2160 ,       0.0640 ,       0.0640 ,             
 WMAP_2013         ,          ,      74.5 ,           ,       0.7730 ,       0.1450 ,       0.1450 ,             
 WMAP_2013         ,          ,     124.5 ,           ,       1.4530 ,       0.3460 ,       0.3460 ,             
 WMAP_2013         ,          ,     174.5 ,           ,       1.4410 ,       0.6720 ,       0.6720 ,             
 WMAP_2013         ,          ,     224.5 ,           ,       1.7690 ,       1.2230 ,       1.2230 ,             
 WMAP_2013         ,          ,     274.5 ,           ,       6.5830 ,       2.1600 ,       2.1600 ,             
 WMAP_2013         ,          ,     324.5 ,           ,      17.8310 ,       3.6730 ,       3.6730 ,             
 WMAP_2013         ,          ,     374.5 ,           ,      25.7210 ,       6.0070 ,       6.0070 ,             
 WMAP_2013         ,          ,     424.5 ,           ,      24.3060 ,       9.5100 ,       9.5100 ,             
 WMAP_2013         ,          ,     474.5 ,           ,      43.2700 ,      14.7800 ,      14.7800 ,             
 WMAP_2013         ,          ,     549.5 ,           ,      16.0860 ,      20.5480 ,      20.5480 ,             
 WMAP_2013         ,          ,     674.5 ,           ,      22.8930 ,      47.1840 ,      47.1840 ,             
 WMAP_2013         ,          ,     824.5 ,           ,      76.9940 ,     136.8840 ,     136.8840 ,             
 WMAP_2013         ,          ,     962.0 ,           ,    -386.7120 ,     352.5210 ,     352.5210 ,             
